"HolderAddress","Balance","PendingBalanceUpdate"
"0x0056e09a94914eef13c97d30717813facb1edc2f","565.500626511257","No"
"0x011924bf027877fcf6376087332aaf4c19a1244d","16.1337445652164","No"
"0x0296c913025bd23172ef111a71bf3a941f1d6442","1.0982539173012","No"
"0x04cd3840e175e95e66e0939a7c6eedc87afe8dd3","666.308893234265","No"
"0x055449e436b48e6fb71861a7f130382e750eca05","1","No"
"0x0642542633441195934743796335194433861803","46.5362975452673","No"
"0x06a465bca91bed9b65f519866314814fbd10ba0b","46.1176460766309","No"
"0x07a45b467b592f6e6c716a8f584747f1b306373c","6979.6452713293","No"
"0x096dd381fa3733cbec52b14ecd00e2611d292ab9","21.3406775080758","No"
"0x09efd0d038dab6adf8436118dbd51b117b50d4f3","223.431783505214","No"
"0x0aff78d2d0170823d4a872da986517efeed3b7ea","27.41060391","No"
"0x0b91a20870f30988470b2b0f4d90697487bf6055","3818.32762415265","No"
"0x0d8df3928957b6501de696d583afa1d6f73a4c16","8.33036662612716","No"
"0x0f02253f52dcc313d77b0e78c44e4d9a3503b50c","144.415425874436","No"
"0x0f36ce443c2ffd3eb0302af3cd7f65bb9538f44c","22.819375558","No"
"0x11292d984f5511ca77a8710d0817d69318fabc7c","73.2948665908569","No"
"0x11d0aa9e0a51e4b55bc692d03d885715ca5f826a","198.717861275033","No"
"0x12f2e4550bb483c58bacfd60e33ddbba82956d07","2200.66662822543","No"
"0x13506b4ab6e062f272cdfb57182caca5e0a0a0fe","7.57681793","No"
"0x15692a9b929f114a4ad0cdf4a1b485776783b21f","623.27313476","No"
"0x1a10ffa61dcaeeb773b070f0324a91e7e353f0fb","6.813329836","No"
"0x1cade4c72ccd35870c6d917bfacc2bc7cc0734c5","11.0294821699692","No"
"0x1e13ca5178eb6f0c323f2c2090ea62f6a0053ccf","106.343093761","No"
"0x1e7098eb9dc6aaae299c0945040e21366b357c6d","47.8590197183241","No"
"0x200c8c88b3639d416fcc5bcf266a29615d29c0c1","333.201627754949","No"
"0x208e259d881a37ad4e95e1a4b89bc3829ca449ec","1396.4258457","No"
"0x219311b43a0c6ed9f5e1aa58ecff0477919be7ca","61.619451498167","No"
"0x21ae46ba2e14c70bf4cf135931020bea69f1c3ec","925.620072191128","No"
"0x21bdb87e6bf1e599ef33fd2fc87d8f0aed1e200c","382.445673058541","No"
"0x21d371798f058514c990c40d2af6bb25665325cd","514.55757381","No"
"0x21dda7cc4f6088c47745cca6d5de5a67a0170774","101.231376944","No"
"0x25e2b165e5e8cdbd1d89d6f88a8b4c8db15ed551","548.40262312","No"
"0x25ed704e72c61ef3acd3486435fee09c011cfb67","109.563560249315","No"
"0x283b4163ba8c0e18b75713674e11e25fa1ad83f8","393.146594037363","No"
"0x291bcb3f997fd6d062c71a431444fcaf725bf355","187.985069697214","No"
"0x2aca78d05bc5d3d040ed38fa4a0ec1878e45107a","63.5901141876502","No"
"0x2b33615ff8785ca98f70c9fbbc7e2618cd3dd090","7.270852228","No"
"0x2cba6939f575c74c86e50446f02e1af0bdd75046","72.71976248","No"
"0x2d1a9f994ac815b94e4f3e8884505c7280c776bd","1017.40193332","No"
"0x2d35cf8c5e6d2f066527b0e1901cfa9b4b8ead21","17.1018610571704","No"
"0x2fa183fc6b0814888de6aad9bfaa6eda29385ea5","316.46768779","No"
"0x30b334c9f207e29c11500c9a8e1b3d9d501c5c9c","80.2005243040347","No"
"0x30cc0aed241f6f64520cf447a2fd90e0565402e0","871.971685493839","No"
"0x3186a02b866034d491bf39cbf9d4e3f26d28ad6e","360.178430202686","No"
"0x319fccd4e77e23f9524d4a449cb7b79840462f37","13.7380748860648","No"
"0x32ba459a747d67451ab2d2975f45ed1f87b4ce6e","71.9938620343368","No"
"0x33626d8bb6042aef52fa701ae1faa0409fbab2d4","3.735380575","No"
"0x34ec527700aa534d5b06d8f4ce8ad424c936b864","44.289017147935","No"
"0x3765faf24e0e79216e5d0835945c4befd01970d4","40.417480777","No"
"0x37f7ff1864f5d5cba2b63592656049f2d7d06fb4","86.5114038455076","No"
"0x39db732cd31450570e5981d83b40c6c7190d72f4","71.42","No"
"0x3a268bd7cad8a00395823df2f1132e286dfe2040","1050.79441939813","No"
"0x3b47824d729679693c635cc1037b9d492343ceab","706.960682514192","No"
"0x3cc24dd521101acfe77bd68106473f48841f0ab4","714.28","No"
"0x3d109a931196c1b5bdb2ccc4cba0238a49abda5f","5620.60720290026","No"
"0x3d7310dc70feaa95a5e93393a8c2d33285ff00e4","1233.38355325028","No"
"0x3d7966625bd49000ce9141d7dbf3ab42661d7b03","287.882014493586","No"
"0x40a811e04d1d14333fb61e35be7f520f1333f109","37.178905726608","No"
"0x473047481598d9d293c79f7cfd8017874d835573","1.555728127","No"
"0x49192a0111911792896fb7351686faddafdd75da","1088.1415789779","No"
"0x49ae5fa7dedff365c589fdd5d3c10162d61a2475","21.2324103505589","No"
"0x4e5d4abe82d6ba6abdf2372483ea60dc6a744d22","2458.17118226","No"
"0x4fec8de511f457ebbc803bc56aa16e01b819b919","18.5929312710963","No"
"0x52a114826288413b4c40e13f494f4e5c82fc310c","2995.5441351","No"
"0x57c67544b6fdda1e8eb9012c86da41a51db46765","1610.76866972313","No"
"0x592c83626fda55d00a7e5922bb690aefdb45ccef","89.89474114","No"
"0x59d331aa4ff952a7336c0ccd96c1cee9e154851e","1268.92290764457","No"
"0x5a23d562b12d4978fa0953a98325404a9d1d6b57","824.634453996044","No"
"0x5a4ac9df62415f073e984db58dfe21e14eb8903f","42.0848319414948","No"
"0x5b191f5a2b4a867c4ed71858daccc51fc59c69c0","725.575956187587","No"
"0x5be2766e730d941e30ff214664ef235bf926b54e","7916.10466922111","No"
"0x5ca0f638674eb60b1a4f07d9abb502af8ef187fb","63.1259430473638","No"
"0x5d60b36c11141e9a5c510730afa16aab70c0944f","23.24396956","No"
"0x5fffdf06ca1853c785353ffd1be38903346dba40","776.500319682546","No"
"0x61ea06cc36fe36e4dc70ef48494e8d77f3f04c7d","342.301049712235","No"
"0x61f3321062bd79ceb4f49a10f0247655a9e35fbe","4.050783923","No"
"0x6296ed2b20961f2b635c36b1dcee0ed99963b1d4","27.6620636728223","No"
"0x63126de713be5c3a3db0eb7e0335ec8c09c8db60","1878.630533655","No"
"0x6317647bf38bcb14912bf88000430fda30632c09","1652.72778083306","No"
"0x648bade5224bb6850dc279fa35c2e378bbe02b32","349.17056676","No"
"0x6490cdda54fdd3fd98dc1ababec52c3276e579b6","13459.2896515764","No"
"0x68f165cf2557b8c049d8ad7604bb8a3d04948287","326.451873607626","No"
"0x6e3635a2037115c9e5eb75a2bb58ff9d59b28313","33.444789202","No"
"0x6e5bf68c85d76c02acca4b1c2f3bae91bc8c4042","13.2391688600375","No"
"0x6f8b0d7ef9465498ef88f64ff5fbbb822113976e","238.073218465813","No"
"0x70892d799f350b97106ae8b9ae603bcaf650a943","1045.14667918866","No"
"0x7502870924e43c71bedf0093a33f4b8f98046b88","11.1478104663291","No"
"0x77e4f7820c35ccc4cc7dff721b9ecb72e2c49c88","2.608459693","No"
"0x7836523332b3d8327e6771a80eccefa48d52bff1","1756.29658268435","No"
"0x7ba83bd256cadca2cc0c6f5293546e733d644fad","248.923931029785","No"
"0x7ca59111329a367286c603e2e98a443a8de2aabc","29.36025991","No"
"0x7d3efb79e664969b3e53685a04605caab1023a72","413.258439907881","No"
"0x7d41f19267a17e15908ed950d893e26ee8fb697e","87.579937659056","No"
"0x7d69a5f89711e9c71e422f1026ad0eed801c6238","12.635994231","No"
"0x7fbbb888e591f40484f0b383f03c8433be78cac8","139.214301607609","No"
"0x827c586335ae61b892727819bfed5c76f624ad3b","24.9520081353469","No"
"0x829f4a288f44be6e8a5be4ad5326a4f09fa8f10b","111.512715545488","No"
"0x82d5b5eb5d1c85672317051077f48ee92f3743e6","211.1665747","No"
"0x83bf2892ea1ab41b8e806737ed17adde34684aa3","30.53793996","No"
"0x84eca34e4a1732113883407e3666b014dcca0a16","25.0160881753884","No"
"0x8528d70087741aee20b3ed69c9f30420866ac982","7.21334559","No"
"0x8618b47d8396bbb6718c41e47c8e33fca7612b5e","25.242588543672","No"
"0x87d56e954079f5b75a3dc3e239690a8de083b765","153.96003274","No"
"0x88dff621e7779ebf8dd19df65a908604ecf910a5","465.639813017051","No"
"0x8b2114874dd368bc4c914450df1a8542ab80e66f","1874.4277427","No"
"0x8bd431fff72b55231d562482e7661997a16e0a3b","18.3963746602197","No"
"0x8c2d568190d3890bd106010712484cbefc5c9d6e","55.63061504","No"
"0x8f1e718aad6763f992bb0360b8883d47d6280215","1142.3787214","No"
"0x909ba6382f55947b9b803d9d019aeaf5218bb445","1514251.40778154","No"
"0x90ce91d7e4a029aef369ef2c5e297cbd6303a0ae","3.501127838","No"
"0x91244dceea02c9539ac928bdc64272938a332911","97.3834782","No"
"0x9188ae1b08d3a600da35744990fac45db0c6b41a","950.368445490603","No"
"0x91fc7d653a8d2e5bba9a84f8fd057f85a5fe7aa7","431.045481800847","No"
"0x939425e06054bf843ac6cb1b72cb1bdc3af4e43f","65.5545743367513","No"
"0x94aecd2638c940f480e7d65ef3266c8c82a442f6","53.158211683","No"
"0x9578a6ad868cc6e90c17fb93beb47a551e6a2b80","12.39133403","No"
"0x961a013fc5cf6f1dc337a9c1dbbbf1a5fe96e4d7","8031.82897022933","No"
"0x97c1b5b3127b80a0bf0e0eab9166a7e3a0febd4e","210.703720574912","No"
"0x991abfcd7d94cfe9765bd94e48c1131b1bd662cf","1849.4542205955","No"
"0x9a60285836abd76af127c7c2e9f79ab8c465164f","32.8036187571864","No"
"0xa0b61d0bacf0ff0f9a0855961e2b29e4596a7de8","2505.21522137616","No"
"0xa2ce4755fb78491423ede4d4e0756f904b540d1d","71.8127868455598","No"
"0xa487de379852b13028f6cf3a37b3af10bb49c8ab","1.434419615","No"
"0xa6f394ae931354a66472b618ce4da9896fa9c585","237.43448948","No"
"0xa7a60fe8c894212108eda950a76ba1eebca12e73","1.21928001","No"
"0xa8b03e9ffd4611a326cc0c0d56805148b30533c9","58.0387376390777","No"
"0xa957c2e9f31386614f6be7b381dd820072bf4fca","107.12409988466","No"
"0xad04616e2a3c13bcd1f57675baf14913046360bb","514.08711184","No"
"0xad9e97a0482f353a05c0f792b977b6c7e811fa5f","35.2774639306158","No"
"0xae0623b011bef6e01709f584ead082b13313a315","8978.63385974053","No"
"0xae6a4264c6ca1a04dcb5e42f1017595d62d28b68","5.37365556526389","No"
"0xaf1b057a6011583171fb1ea6e627babd6ba0cab4","17.5985058404446","No"
"0xb02a55832ad3c797e891b670b4f70cce475e34b2","1765.366254225","No"
"0xb27513c0e26b70ec2cd1f7d9c284f161d3fd7cdc","28.585757675","No"
"0xb46d99345be6d31c0f41f11152432abde2675afd","406.16277659","No"
"0xb53af5ca41f0544aaa8affb64c7af05e826a348b","1521.56301647244","No"
"0xb5ad4fb1e4a89a935a6ed6207964659cb00d0cc6","8329.701809","No"
"0xb62129062b769238435cfb33bd246589925a86c7","6.376234806","No"
"0xb745a2bac46d68bdecd023c867773627d48fe1a1","1428.72228572881","No"
"0xb92df88c3bb1b7d5014c8082b73f742ab6d1d27d","2.81849506779225","No"
"0xb964bdcf25dea43b9fd0550d4f8b55585a539764","809.962120442959","No"
"0xbc99d37dee4167c12cbdd5b4b44bc151878f90c3","742.3423881","No"
"0xbcedd8644e17e313d55d28655845184d24324452","3042.75251073237","No"
"0xbfc1b53dcf4b48551ec04801b82755bdf2403a75","3640.07205218853","No"
"0xc1e3be3b4c9f24941f14986da505265aab57ea61","12.9079024115056","No"
"0xc35cfec1c7b23c9e0e077347cd3ddd640a45b147","6894.57297944998","No"
"0xc4e0b736ba18f5306a294b85d98c8e3eb7c6a8a0","2777.5662194","No"
"0xc5de51a99e452dcd114e0290c56d88d2c8690ff6","111.427987891795","No"
"0xc64f9ae71083459bcc1b63aadf9f0d0897b27bc1","4.666887976","No"
"0xc6ddca4b715111c210608aecdfa88cb4031b9690","163.765263143509","No"
"0xc82dee7babce27293fb1628da6a1c8c27c0b2afd","774.013001314448","No"
"0xc86e15edf575c511a0d7af9552003edd31a03ac9","40.28122213","No"
"0xc9a820b1fe1ffd818e58567fc5df78204299ac21","93.8059024321942","No"
"0xca278cb118eb29f97ba640ebf5d0e9e405c4f849","58.4384170765634","No"
"0xca535e6ecd4b0c5db32ebc4c61d255479bcc48c4","36.8311139334052","No"
"0xcad0d46627628a8baf524bf202669e8b9f04250f","617.929101160141","No"
"0xcb7c6fa166b77dad28a82c43f9e29d8d44ef29e3","732.859865989391","No"
"0xcba9cf2366b3bd25326b7183c0560e8a023b00ca","1.218323543","No"
"0xcc39712f8a1865caa0519c639e82b67ba7fd10f0","5.07652951027912","No"
"0xce34e2d460771465ed2632e61fe5c4786c9ab631","132.641424185106","No"
"0xce77e13b7e6505b754f226ed428c18350da4b73b","85.228003344","No"
"0xd268fd4304bb1aa097350eeed7bb352f94ac34b3","34.2795952195377","No"
"0xd28124fed85229c94cecd0a9e3b1d684ab4a6c75","37.0848156531981","No"
"0xd302af9806137bc1f6b7b0169465bb113c5656cc","17.3036845629976","No"
"0xd32ed7a1a3f13cb8f4ffd1cc23bbb37df02a17cc","49.89782034","No"
"0xd5a7d1a74f33c4b6e09fea05ec6cdcc42be4279a","2291.85103563742","No"
"0xd5fb760a1c79729bc6b3c04b9ed3e4dc8886fc4e","740.735486375091","No"
"0xd5fd53fff2d69bfd7dff83b8f8262f03040cc9df","64.401621849","No"
"0xd6866aaff573e5ff27f135720d2f7ea7893db059","402.266892129021","No"
"0xd68f564676e84271c6b79838d618b1d83039e0aa","921.2054137","No"
"0xd891769ecec9dc911441a15b1a090cc9af1d9eee","47.8649833604052","No"
"0xd8bcdec28b4e7b3dd35849e5f9a14dd725c74bed","1181.06885928903","No"
"0xdcb38c4f0c501ef5eb57d2febfdca49ffffdb54f","2069.95752780748","No"
"0xdd38563188beba96e9600207b965e80af46594b3","2.658430186","No"
"0xdffc7f456174345fac41639081a2b11211a309df","11.2151152532272","No"
"0xe5a153002622c4a2ff88a4289157a92b5d3915ec","115.304918831","No"
"0xe86ffe2616b7597d9bd9f4140923be7adf0525aa","5.22523062889285","No"
"0xebc2d1e7f1bd7fb3f831501bbe545517d4275685","3016.41548063614","No"
"0xebdbac99776baa82236cd0c9c8a3e0e1a22d705f","193.822613967253","No"
"0xec3a34f79ead6e4a994e88452f68590a2e421faf","8.94115011488314","No"
"0xec9b106e925ccbf65d1cde7232154f3788fdac4c","15.3955018625192","No"
"0xee5905cd4c89c0cb178aeb12a4bcd26e9ea47d72","46.131865690608","No"
"0xef9c13ea6b615fa61cbdec56c7b4978b9dd8bb46","85.9871654582783","No"
"0xeff463d202e0839036f6c4b4d322ccbe5ae515a6","2.743853081","No"
"0xf17e325f34bb4f2401a67cdb58025ed9947ee198","723.350379486956","No"
"0xf5752c81c2b5d9786560a813d36a9e7094f09bdc","82.6118787597816","No"
"0xf61f6650603186dfe962b031e798177fd5ce874c","23.7618205934135","No"
"0xf6e18849c0b89dae014e5f6b34d14fc37898e49b","21.0336440128168","No"
"0xf8abc33b9e8900cdef64e179c81d93afa7c30436","296.857706257382","No"
"0xf9a165136c6f35ebd834cdef542edc047f55e99f","139.264710035807","No"
"0xfa6fd86b42ce2ec5e00c1cd35fb0c78bd88c0417","1383.64226315485","No"
"0xfabab4d9505f06f003fb19a8f450e72184a12cc2","6637.14514982609","No"
"0xfc26d2f9b331f95d46d6fd05e12f80ddf7f5965d","68.2594535830577","No"
"0xfd234a4cb386aea18e54a729512f58de04947b72","1717.04186979949","No"
"0xffb8c66fa1542a1ee735fc5e74f5dd9b80e531f2","24.1515045261704","No"
